iOS Developer,"Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin, Khoa học máy tính hoặc các ngành liên quan., Nắm chắc kiến thức về data structures & algorithms, biết khái niệm cơ bản về phân tích độ phức tạp của thuật toán., Hiểu biết vững chắc về object-oriented programming concepts., Tối thiểu 2~3 năm kinh nghiệm phát triển IOS bằng Objective-C / Swift, Kiến thức vững chắc về iOS frameworks (Eg. Core Data, Core Animation, etc.) Apple’s design principles, và cách xử lý các kích thước màn hình khác nhau, Có kinh nghiệm sử dụng API RESTful để kết nối ứng dụng IOS với các dịch vụ phụ trợ, Kinh nghiệm về offline storage, threading, và performance tuning, Có kinh nghiệm sử dụng cloud message APIs và push notifications, Có kinh nghiệm về continuous integration, Có kinh nghiệm với cơ sở dữ liệu (MySQL, Oracle, Postgre, MongoDB, etc.) , Có hiểu biết cơ bản với các phương pháp phát triển phần mềm., Kỹ năng phân tích và giải quyết vấn đề. , Kỹ năng teamwork tốt. , Ngoại ngữ tốt là một lợi thế ( tiếng Anh, tiếng Nhật ). , Có khả năng làm việc trong môi trường áp lực lớn."
SENIOR PHP 8 DEVELOPER (SYMFONY),"Bachelor’s degree in Computer Science, Engineering, or related field., English Fluent and good communication with foreigner customer., Experience at least 4-years about software development., Extensive experience with PHP programming. (PHP 8 version, Symfony), Proficient in using GIT for version control., Strong experience in deploying and managing applications on AWS., Knowledge of cloud architecture and MongoDB., Excellent communication and presentation skills for interacting with clients and team members., Ability to translate complex business requirements into technical solutions., Strong problem-solving skills and ability to work under tight deadlines."
[Freelance] [12-20 USD/hour] - Senior Mobile Developer,"Experience: Minimum of 5 years of professional experience in mobile application development., Technical Skills: (MUST HAVE ALL)

Native Development: Proven experience in developing and maintaining native mobile applications.
Kotlin: Strong expertise in Kotlin for Android development.
Swift: Proficient in Swift for iOS development.

"
Flutter Developer,"Có kinh nghiệm với Flutter/ Android/ iOS, Thành thạo một trong các ngôn ngữ Java (kotlin) hoặc Swift, Có khả năng deploy ứng dụng lên AppStore/ PlayStore, biết dùng Fastlane, CodeSign là lợi thế, Kinh nghiệm tích hợp các Restful API, Firebase và các SDK, thư viện trong quá trình phát triển ứng dụng, Có kỹ năng viết Unit test, Function test, Integration test (DDD)..., Có kiến thức về database, Design Pattern, OOP, Hiểu biết về đánh giá và tối ưu hóa hiệu suất ứng dụng, Sử dụng thuần thục các công cụ kiểm soát lõi, profiling, Biết về blockchain là một lợi thế, Biết về Flutter, React là một lợi thế, Làm việc nhóm hiệu quả với công cụ Git, Giftlow"
Mobile Developer,"Ít nhất 1 năm kinh nghiệm trong việc phát triển ứng dụng Mobile (Android / IOS / ReactNative / Flutter)., Có Kinh nghiệm về ngôn ngữ lập trình Mobile như Java, Kotlin, Objective-C, Swift, Dart, Javascript/Typescript., Phát triển ứng dụng đa nền tảng và làm việc với các Framework như React Naitve hoặc Flutter., Ngôn ngữ lập trình yêu cầu bắt buộc: Javascript/Typescript hoặc Dart., Có kinh nghiệm về lập trình xử lý song song, tối ưu performance., Có kinh nghiệm về các vấn đề bảo mật trên ứng dụng Mobile., Có kinh nghiệm phát triển/ tích hợp các Native module., Hiểu biết sâu sắc về các nguyên tắc thiết kế UI/UX., Sử dụng được các phần mềm thiết kế như Figma, Sketch, XD., Khả năng tự học hỏi và thích ứng nhanh với công nghệ mới., Khả năng làm việc độc lập và theo nhóm., Hiểu biết Git, Jira, Trello., Ưu tiên các ứng viên có kinh nghiệm làm dự án Banking, Fintech., Ưu tiên các ứng viên tư duy logic và thuật toán tốt, phân tích và giải quyết vấn đề."
QA Engineer (Senior),"Bachelor’s degree or higher in Computer Science, Information Technology or related field., 4+ years of experience in software testing., Strong knowledge of software testing methodologies, tools and processes., Experience in writing clear, concise and comprehensive test plans and test cases., Good collaboration, and communication skills and strong team working ability."
SOFTWARE QA ENGINEER  (MANUAL),"University/College degree in IT, At least 2 years of experience in designing and executing manual testing in web application, Ability to read and write technical documents in English (equivalent to TOEIC 500), Age: up to 30, Good teamwork and communication skills, Good learning and research ability, Experience in or knowledge about coding, Knowledge about API testing in manual or automation testing , Knowledge in Agile/SCRUM"
UI/UX Designer,"Tốt nghiệp đại học chuyên ngành Thiết kế hoặc liên quan là một lợi thế, Có ít nhất 1 năm kinh nghiệm với vai trò UI/UX Designer, Interaction hoặc User Interface Designer, Có tư duy thiết kế lấy người dùng làm trung tâm, Có khả năng sử dụng thành thạo Figma hoặc các công cụ thiết kế hình ảnh và wireframing khác như Photoshop, Sketch, Adobe Creative Suite., Có hiểu biết về các khái niệm User flow, Task Flow, User Story, User Scenario để có thể chuyển đổi yêu cầu thành các luồng nghiệp vụ, luồng tác vụ, Có khả năng giao tiếp tốt, làm việc nhóm và đưa ra phản hồi về vấn đề trong dự án cũng như đưa ra lựa chọn, cải thiện công việc hoặc giải pháp công việc., Có hiểu biết về HTML, CSS và JavaScrip là một lợi thế , Yêu cầu tiếng Anh cơ bản phục vụ cho công việc"
UI/UX Designer,"Tốt nghiệp đại học chuyên ngành Thiết kế hoặc liên quan là một lợi thế, Có ít nhất 1 - 3 năm kinh nghiệm với vai trò UI/UX Designer, Interaction hoặc User Interface Designer, Có tư duy thiết kế lấy người dùng làm trung tâm, Có khả năng sử dụng thành thạo Figma hoặc các công cụ thiết kế hình ảnh và wireframing khác như Photoshop, Sketch, Adobe Creative Suite., Có hiểu biết về các khái niệm User flow, Task Flow, User Story, User Scenario để có thể chuyển đổi yêu cầu thành các luồng nghiệp vụ, luồng tác vụ, Có khả năng giao tiếp tốt, làm việc nhóm và đưa ra phản hồi về vấn đề trong dự án cũng như đưa ra lựa chọn, cải thiện công việc hoặc giải pháp công việc., Có hiểu biết về HTML, CSS và JavaScrip là một lợi thế , Yêu cầu tiếng Anh cơ bản phục vụ cho công việc"
Business Analyst,"Strong understanding of core banking systems, with experience in analyzing and improving banking processes and workflows., Knowledge of Oracle Flexcube is prefer., Knowledge of banking products, services, and operations, with the ability to translate business needs into system requirements., Experience in working with core banking system vendors and understanding their product offerings., Familiar with banking regulations and compliance requirements., Strong analytical and problem-solving skills, with the ability to think critically and provide solutions to complex challenges., Excellent communication and interpersonal skills, with the ability to work effectively with cross-functional teams and stakeholders at all levels., Strong organizational and project management skills, with the ability to manage multiple priorities and meet deadlines., Attention to detail and a commitment to deliver high-quality work., A proactive and positive attitude, with a willingness to take on new challenges and learn new skills., Ability to learn with an overall course average of good or above for Fresher level."
[HN] IT BA - Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst),"Yêu cầu UV có tối thiểu 04 năm kinh nghiệm BA., Có tư duy về sản phẩm tốt., Ưu tiên các ứng viên có kinh nghiệm làm trong môi trường Product các sản phẩm phần mềm ngành giáo dục., Thành thạo các công cụ UML, Design và Modeling là một lợi thế., Có khả năng nghiên cứu tài liệu và phân tích yêu cầu., Có kỹ năng tốt: Làm việc nhóm, Phân tích, Thiết kế, Giao tiếp và Trình bày tốt., Có thái độ chủ động, sáng tạo và tích cực trong công việc."
Senior Business Analyst (Có kinh nghiệm về Banking - Finance),"Học vấn: Tốt nghiệp Đại học ngành CNTT, Hệ thống thông tin hoặc các chuyên ngành có liên quan, Có tối thiểu 03 năm kinh nghiệm về BA, đặc biệt có kinh nghiệm tham gia triển khai dự án sản phẩm lending cho Ngân hàng/Công ty tài chính (Điều kiện bắt buộc). Ưu tiên có kinh nghiệm tham gia các dự án về Vay (LOS), Core (Core Banking...), Mobile..., Am hiểu về lĩnh vực tài chính/ngân hàng, am hiểu về lĩnh vực ngành/nghề đang cung cấp, Đề cao trách nhiệm trong công việc, ý thức chất lượng sản phẩm tốt; đam mê tìm tòi nghiên cứu học hỏi công nghệ mới, phát triển bản thân, Ưu tiên ứng viên có thể đọc hiểu tài liệu tiếng Anh, Hiểu biết và mong muốn làm việc trong một môi trường phát triển Agile, chuyên nghiệp"
TRUNG TÂM ĐỔI MỚI SÁNG TẠO - BUSINESS ANALYST LEAD,"Tốt nghiệp Đại học chính quy , Có ít nhất 1 năm kinh nghiệm làm việc tại vị trí Lead hoặc 4 năm kinh nghiệm Phân tích nghiệp vụ. , Có các chứng chỉ phân tích nghiệp vụ như CCBA, CBAP là một lợi thế. , Ưu tiên các ứng viên có kinh nghiệm trong phát triển dự án Products , Có kinh nghiệm về hệ thống CNTT lớn là một lợi thế , Hiểu biết cơ bản về các phương pháp quản lý dự án , Nắm vững kiến thức và quy trình chuẩn về BA IT , Có khả năng chủ động, độc lập trong công việc. , Có khả năng dẫn dắt team dự án thực hiện dự án theo yêu cầu đề ra của cấp trên , Khả năng tổ chức, quản lý tốt với các thành viên dự án."
Junior Business Analyst,"Bachelor's Degree in IT, Computer Science, Business, Economics;, 2 - 3 years of experience working as the same role;, Excellent communication and problem-solving abilities;, Have a background in information technology and software development;, Have knowledge and skills in testing software products;, Have basic knowledge of data and data query;, Have a professional BA certificate;"
SENIOR BUSINESS ANALYST,"Bachelor’s degree preferably in Computer Science or Information System or Business Analyst;, Obtaining IT knowledge-base;, Use tools (Edraw, Visio, Power Point) to draw flowcharts;, Use tools to design UI Prototype (Pencil, Balsamiq, Visio, etc.);, Fluent English to be able to communicate directly with customers (C English, TOEFL 650 or equivalent or higher);, At least 03 years experience., Client-facing experience, Experience business analyst skills in Manufacturing, Supply Chain, Logistic, …, Smart, honest, and confident to directly work, discuss with our English- speaking clients;, Excellent communication skill, interpersonal skill and internet lookup skill;, Be proactive, creative and positive attitude at work;, Highly responsible for the assigned tasks."
Business Analyst,"Bachelor’s degree in Business Administration, Computer Science, or related field., Proven experience as a BA or QA ready to take on a new role., Strong analytical and problem-solving skills., Excellent communication and collaboration abilities., Familiarity with Agile methodologies and tools., Knowledge of system design and user experience best practices."
Business Analyst (Korean speaking),"Thành thạo 4 kỹ năng nghe, nói, đọc, viết tiếng Hàn. Ưu tiên ứng viên giao tiếp được cả tiếng Anh (mức trung bình);, Ứng viên có trên 5 năm kinh nghiệm làm việc ở vị trí BA hoặc IT Comtor;, Ứng viên có trên 5 năm làm việc trực tiếp với người Hàn Quốc;, Có kinh nghiệm tham gia các dự án cộng tác (Solution based SI/SM project or ITO project);, Có kinh nghiệm tham gia các dự án Platform-based  (Enterprise solution) Ex. CRM lives Salesforce, v.v;, Có kỹ năng quản lý resource và workload;, Có kỹ năng điều phối lịch trình và quản lý tiến độ dự án (Dựa trên Road map);, Có kinh nghiệm sử dụng các hệ thống quản lý dự án như Jira, v.v."
HN - Business Analyst (CLIMS) TS052303-BAHN,"Ít nhất 05 năm kinh nghiệm ở vị trí BA hệ thống ngân hàng (CLOS, CLIMS, CoreBanking , PRM, RM, Biometric tại quầy, ECM, HRM, Risk Management, ...), Có kinh nghiệp về nghiệp vụ Ngân hàng., Kinh nghiệm xây dựng các kịch bản kiểm thử, kế hoạch kiểm thử hoàn chỉnh cho một dự án phần mềm., Kinh nghiệm và am hiểu về quy trình phát triển phần mềm., Đảm bảo tuân thủ các tiêu chuẩn phát triển ứng dụng và quy trình chất lượng., Kỹ năng phân tích và xử lý các vấn đề kỹ thuật phức tạp, cung cấp các giải pháp khả thi và kịp thời., Kỹ năng giao tiếp và làm việc nhóm hiệu quả khi làm việc với nhiều nhóm chức năng khác nhau., Kỹ năng giao tiếp tốt và khả năng trình bày ý tưởng một cách rõ ràng và dễ hiểu., Chú trọng triển khai theo Agile với sự sẵn sàng học hỏi và phát triển từ kinh nghiệm."
[DI6] IT Business Analyst - MSB - 1Y563,"Tốt nghiệp Đại học ngành Công nghệ thông tin, Ngoại thương, Kinh tế, Ngân hàng…, Có kiến thức nền tảng về quy trình phát triển phần mềm., Khả năng phân tích logic, tư duy trừu tượng tốt. Khả năng giải quyết vấn đề tốt, Có ít nhất 2 năm trong vai trò phân tích nghiệp vụ, viết và quản lý tài liệu URD/BRD, SRS, FRS… cho các dự án phần mềm (domain ngân hàng là một lợi thế), Sử dụng thành thạo vi tính văn phòng, Jira, Confluence, và các phần mềm phục vụ BPMN., Có kiến thức cơ bản về thiết kế và quản lý dữ liệu (sử dụng Oracle, MySQL…), Có kiến thức cơ bản về kỹ thuật (API, microservice…), Có khả năng thuyết trình, đàm phán và giao tiếp tốt. Khả năng làm việc nhóm và làm việc độc lập., Nhiệt tình, chịu khó học hỏi, Kinh ngiệm về Agile, Scrum là 1 lợi thế., Tiếng Anh: cơ bản phục vụ công việc."
Chuyên viên Phân tích nghiệp vụ (BA) – Mã vị trí NHS02 (số lượng 05),"Là công dân Việt Nam, có hộ khẩu thường trú tại Việt Nam. Tuổi đời không quá 35 tuổi., Có sức khoẻ để đảm nhiệm công tác., Có phẩm chất đạo đức tốt, không có tiền án, tiền sự; không trong thời gian bị truy cứu trách nhiệm hình sự, chấp hành án phạt tù, án treo, cải tạo không giam giữ, quản chế, đang chịu biện pháp giáo dục tại địa phương, đang chữa bệnh, cai nghiện…, Tốt nghiệp Đại học trở lên, hệ chính quy (bao gồm đại học văn bằng 2, không bao gồm hình thức học liên thông lên đại học) tại các trường Đại học trong nước hoặc tốt nghiệp Đại học trở lên tại các trường Đại học nước ngoài, Đại học liên kết., Chuyên ngành: Yêu cầu tốt nghiệp các chuyên ngành sau: Công nghệ thông tin,  Kinh tế, Tài chính, Ngân hàng hoặc chuyên ngành có liên quan., Ứng viên đạt 1 trong các chứng chỉ sau: TOEIC đạt 600/990, Toefl PBT/IPT đạt 500/677, Toefl CBT đạt 173/300, Toefl iBT đạt 61/120, Ielts đạt 5.5/9.0, Cambridge Exam đạt First (FCE), B2 Khung Châu Âu, 4/6 Khung năng lực ngoại ngữ 6 bậc. Chấp nhận ứng viên bổ sung chứng chỉ tiếng Anh trong thời gian 24 tháng kể từ ngày được tuyển dụng., Có kinh nghiệm làm vị trí Phân tích nghiệp vụ (Business Analysis) hoặc tương đương. , Có kiến thức về các sản phẩm, dịch vụ, quy trình trong lĩnh vực ngân hàng; hiểu biết về hệ thống ứng dụng của ngân hàng và các giải pháp ứng dụng phục vụ hoạt động của ngân hàng, Ưu tiên ứng viên đã triển khai các giải pháp ứng dụng phần mềm cho ngân hàng., Ưu tiên các ứng viên có một trong các chứng chỉ cơ bản/chuyên nghiệp được công nhận rộng rãi trên thế giới thuộc các hệ thống (hoặc tương đương) sau:, 

IIBA Entry Certificate in Business Analysis (ECBA). 
IIBA Certification of Competency in Business Analysis (CCBA)
IIBA Certified Business Analysis Professional (CBAP)

, 

PMI-Professional in Business Analysis (PBA) Certification
IREB Certified Professional for Requirements Engineering (CPRE).

"
Project Manager/Delivery Manager,"Tốt nghiệp: Đại học chuyên ngành IT, Có ít nhất 10 năm kinh nghiệm trong lĩnh vực IT và ít nhất 5 năm quản lý dự án trên 100,000 USD và đạt mục tiêu dự án cho trị trường Nhật Bản., Kinh nghiệm quản lý nhân sự >20 người trở lên, Có tố chất lãnh đạo, chủ động, tiên phong, Có kinh nghiệm làm dự án áp dụng những quy trình Agile/CMMI/Waterfall,...;, Tiếng Nhật giao tiếp tương đương N2 trở lên., Có khả năng định hướng và đề xuất giải pháp cho khách hàng., Ưu tiên am hiểu kiến thức về quản lý dịch vụ (ITIL), phát triển sản phẩm và vận hành hệ thống., Ưu tiên có kinh nghiệm sales/marketing., Năng động, linh hoạt, khả năng quản lý nâng cao hiệu quả, năng suất làm việc., Ưu tiên có kinh nghiệm vận hành và quản lý dịch vụ , Có kỹ năng giao tiếp nói và viết tốt;, Có kỹ năng giải quyết vấn đề liên quan đến dự án (resource, technical, business,…), Có kỹ năng đàm phán và thương lượng., Có tư tuy logic, tư duy phản biện tốt;, Ưu tiên: Có kinh nghiệm TechLead, Ưu tiên: có kiến thức PMBOK và bằng cấp PMP , Ưu tiên: có kinh nghiệm lập trình web(frontend/backend/cloud sever), Ưu tiên: có kinh nghiệm vận hành hệ thống trên cloud, Ưu tiên: có kinh nghiệm xây dựng kiến trúc hệ thống và viết tài liệu thiết kế hệ thống., Ưu tiên: có nhiều mối quan hệ để tìm kiếm resource kỹ thuật phù hợp dự án bên ngoài công ty."
JIRA & CONFLUENCE ADMINISTRATOR,"Bachelor's degree in a relevant field or equivalent work experience., 2+ years of experience as a JIRA Administrator., Strong knowledge of JIRA, including configuration and customization., Experience in setting up and managing JIRA projects, workflows, and permissions and integrating them with other tools like Confluence and Bitbucket., Familiarity with agile methodologies and software development processes, as well as ITIL base knowledge, Proficiency in troubleshooting and problem-solving related to Atlassian products and 3rd-party add-ons., Excellent communication and collaboration skills, with the ability to work effectively in a fast-paced and dynamic environment., Atlassian Certified Confluence Administrator (ACP-CA), Atlassian Certified JIRA Administrator (ACP-JA) or ACP-100 Jira Administration for Data Center certification are a big plus."
PROJECT MANAGER,"Tốt nghiệp Đại học loại Khá trở lên, ưu tiên chuyên ngành CNTT, Kỹ thuật phần mềm, An toàn thông tin và ngành có liên quan, Tiếng Anh tương đương 650+ TOEIC, Có kinh nghiệm ít nhất 03 năm ở vị trí quản lý dự án công nghệ thông tin hoặc các dự án tương tự (PM). Ưu tiên các ứng viên có chứng chỉ PMP, Có kinh nghiệm quản trị các dự án theo nhiều mô hình khác nhau như Agile, Waterfall, Thành thạo các công cụ quản trị dự án và kiểm soát rủi ro, Có trách nhiệm cao và thái độ tốt trong công việc, Có khả năng làm việc độc lập hoặc làm việc theo nhóm tốt, Kỹ năng giao tiếp và trình bày tốt, Làm việc dưới áp lực cao, nhạy bén và tiếp thu nhanh., Ưu tiên ứng viên có thể đi làm ngay hoặc có thể xem xét nhận việc sau tết, Tư duy logic và giao tiếp tốt, sáng tạo trong công việc"
Project Manager (PM),"Có tối thiểu 1 năm kinh nghiệm làm quản lý dự án phát triển phần mềm., Đã từng giữ vai trò Leader trong ít nhất 2 dự án., Am hiểu về quy trình phát triển phần mềm trên nền tảng Web hoặc Mobile., Có kiến thức về phân tích, thiết kế và quản trị hệ thống., Có năng lực quản lý dự án, quản lý tiến độ, quản lý rủi ro tốt., Có kinh nghiệm làm việc với khách hàng Nhật Bản., Có tiếng Nhật (JLPT từ N2 trở lên) là một lợi thế., Có ít một trong các chứng chỉ PMI, PMP, SDC, SMC, SPOC là một lợi thế."
"Project Leader/ Team Leader (BrSE, Japanese)","Bachelor’s Degree in IT or a relevant major., From 5 years of experience in software development and at least 2 years in project management as a Project Leader/ Team Leader/ BrSE, Experience in the estimation, and implementation of complex projects, Resource management, Risk/Issue management, Progress management, etc., Hands-on experience in technologies such as Java/ .Net/ VueJS/ ReactJS, etc., Solid in SQL/non-SQL databases such as MySQL, PostgreSQL, MongoDB, etc. , Familiar with software development life cycle both Waterfall and Agile methodology., Experience in making specifications such as design (Basic Design, Detail Design, or Function Design) and test specifications., Willingness to troubleshoot and solve complex problems., Good at Japanese (JLPT N3+) & Basic in English, Leadership skills and Motivated team members."
"Project Manager/ Manager (Japan Market, JLPT N3+)","Bachelor’s Degree in Computer Science/ Information Technology or equivalent major., Minimum 5 years to over 10 years of working experience in managing a team of 15-50 members., Proven experience in managing budgets, project estimation, quality management, resource management, and/or risk management., Strong familiarity with project management software tools, methodologies (Waterfall, Scrum), and best practices., Experience in implementing complex projects, especially for Japanese clients., Good understanding of key concepts in software delivery., Good communication in Japanese (JLPT N3+), English conversation., Can work/ negotiate directly with Japanese clients., Strong team management with a high level of delivery., Strong presentation and client relation skills."
